gene,beta,t,p,se.beta.,p_corr,gene_symbol
ENSG00000105135.15,0.706439023516247,1.47331351833745,0.140711086123504,0.479489948828694,0.310935952079496,ILVBL
ENSG00000105136.20,2.13114112318363,3.10843512084643,0.00188828540332198,0.685599357982842,0.0349845456285151,ZNF419
ENSG00000105171.9,0.998978001264798,3.30633691628412,0.000949962379426328,0.302140412958131,0.0275031799311722,POP4
ENSG00000105173.13,1.5308040038969,1.78912322131977,0.0736378148047989,0.855616866214322,0.213534017505842,CCNE1
ENSG00000105176.17,2.49418794770604,3.18986699260964,0.00142960587623365,0.781909701402796,0.0311357513842483,URI1
ENSG00000105185.11,1.69127879817891,2.51752953229805,0.0118400538513029,0.671800976505362,0.0801307446184458,PDCD5
ENSG00000105186.15,0.289713528769223,0.319547821326812,0.749320586565247,0.906635906845766,0.849650136636736,ANKRD27
ENSG00000105193.8,0.738003680554983,0.671356944299628,0.502015125111987,1.09927168672528,0.667003754541529,RPS16
ENSG00000105197.10,1.11971031272032,1.49192364808415,0.135763830236516,0.750514487894998,0.304008831500119,TIMM50
ENSG00000105202.8,0.841954552268126,1.06958648724718,0.284842036340645,0.787177626406898,0.472850483598934,FBL
ENSG00000105221.16,0.355080321245533,0.549203759469304,0.582882989312004,0.64653658159341,0.729255529034244,AKT2
ENSG00000105229.6,2.23327292625654,2.9902755976994,0.00279687114770512,0.746845183091061,0.0409978392659395,PIAS4
ENSG00000105248.15,2.37877995993332,3.15915453044902,0.00158895098954827,0.752979930866254,0.032308392031186,CCDC94
ENSG00000105254.11,0.537514167714741,1.55126911906042,0.120882014437226,0.346499624797731,0.282425910478301,TBCB
ENSG00000105298.13,1.89713892528403,3.08501236758706,0.00204330591590998,0.614953426189301,0.0362523983019866,CACTIN
ENSG00000105323.16,0.797742077657884,0.575472314220689,0.564990244854774,1.38623884754247,0.715821683774521,HNRNPUL1
ENSG00000105325.13,0.642821712469133,0.485240370385897,0.627520900477772,1.32474903511824,0.765199040372186,FZR1
ENSG00000105339.10,-3.97818951942414,-2.60473281588855,0.00921386285758364,1.52729274002987,0.0719964913556798,DENND3
ENSG00000105341.18,2.21868157089782,2.10535041044876,0.0352960393362702,1.05383007022803,0.142876552706237,ATP5SL
ENSG00000105352.10,-0.585915853781874,-1.25711903678541,0.20875210882349,0.466078260400959,0.392891523593555,CEACAM4
ENSG00000105355.8,-0.843006476369852,-1.57056047985839,0.116329576004862,0.536755182102799,0.27596260078326,PLIN3
ENSG00000105364.13,0.494883376044919,1.722147270849,0.0850866301679515,0.287364143834776,0.230113221339241,MRPL4
ENSG00000105370.7,-1.00757097168844,-1.06862386810936,0.285275714839844,0.942867740237791,0.472992764442496,LIM2
ENSG00000105372.6,0.640475553604671,1.15243154404896,0.249182793471702,0.555760172404186,0.436203055951212,RPS19
ENSG00000105373.18,1.21410075078782,2.05034730178677,0.0403673881664786,0.592143950310171,0.15384605635826,GLTSCR2
ENSG00000105374.9,-1.50217588400133,-1.52035416508899,0.128466756447319,0.98804339047764,0.293694659002539,NKG7
ENSG00000105379.9,0.84152142248971,1.93467253519243,0.0530703820282184,0.434968402756597,0.179068591646989,ETFB
ENSG00000105397.13,-0.611475177690714,-0.435094743481641,0.663506954523405,1.40538396947219,0.790118169387987,TYK2
ENSG00000105398.3,0.231184268014479,0.370223178868758,0.71122731016167,0.624445689005421,0.824262728971683,SULT2A1
ENSG00000105401.8,0.33127355843202,0.878340136384781,0.379789042887646,0.377158625353876,0.561591273421259,CDC37
ENSG00000105404.10,-2.15753562807869,-1.86654277457943,0.0620068776719373,1.15589937582053,0.194592765697516,RABAC1
ENSG00000105409.16,-0.102984702198539,-0.342925514310713,0.731664703578325,0.300312160807109,0.837900187355787,ATP1A3
ENSG00000105429.12,0.426278655414545,0.86013210506285,0.389745423869753,0.495596726253343,0.570385979936424,MEGF8
ENSG00000105438.8,0.136256450635945,0.113018436646346,0.910019150953812,1.20561259453902,0.948208416736229,KDELR1
ENSG00000105443.13,0.776962158653733,0.982461929989196,0.325905985871347,0.790831822523929,0.512254149385885,CYTH2
ENSG00000105447.12,1.33744991389525,2.42185365284886,0.0154665849640156,0.552242251434967,0.0922452983653344,GRWD1
ENSG00000105483.17,-0.70527281093196,-1.50217084208008,0.133097704238746,0.469502396914694,0.300589382242441,CARD8
ENSG00000105486.13,-1.06504525791974,-0.659270130250325,0.509743816132644,1.61549144887747,0.674360599403913,LIG1
ENSG00000105501.12,-0.992073717237125,-1.73484889710835,0.0828112019766329,0.571850216402545,0.227030777698911,SIGLEC5
ENSG00000105514.7,-0.758556253691657,-1.59639881472015,0.110444524274685,0.475167136618446,0.268239966482736,RAB3D
ENSG00000105516.10,1.1367560620722,2.59873050142065,0.00937636976073531,0.437427452154338,0.072496689655969,DBP
ENSG00000105518.13,0.649813629877838,2.33486030811756,0.0195785924229735,0.278309425030116,0.104325146179415,TMEM205
ENSG00000105519.15,1.7711144437992,2.85402003790769,0.00432954597789347,0.620568328279021,0.0516079359722993,CAPS
ENSG00000105520.10,-0.870554068879204,-1.09290730428274,0.274471780743333,0.796548861433892,0.462967966674781,PLPPR2
ENSG00000105552.14,1.63494328660156,2.93458785486295,0.00335066547636426,0.557128757924991,0.0457309993099115,BCAT2
ENSG00000105556.11,1.45611399632123,3.83979865326424,0.000124211847114934,0.379216237050183,0.0131865450678642,MIER2
ENSG00000105568.17,1.50839315964887,1.72906720993923,0.083840768982239,0.872373931434331,0.228097028968623,PPP2R1A
ENSG00000105576.15,1.11417489871082,1.26750104814097,0.205017980960347,0.879032723755904,0.388992642744273,TNPO2
ENSG00000105583.9,1.7538756453161,3.05136564990845,0.00228648944736767,0.574783833385788,0.0375985182419555,WDR83OS
ENSG00000105607.12,1.20596893862651,2.14195211632786,0.0322314394778523,0.563023295167777,0.136545917167166,GCDH
ENSG00000105617.3,2.9801968896442,4.2501433527318,2.16382482317488e-05,0.701199146077901,0.00792726720192456,LENG1
ENSG00000105618.13,2.60760792525434,4.23325415127796,2.33252752505428e-05,0.615981897630016,0.00795877829277896,PRPF31
ENSG00000105619.13,2.47974983747462,3.94431028727593,8.08046327182471e-05,0.628690355693902,0.0114087782298229,TFPT
ENSG00000105639.18,-1.32051008905342,-1.68128396839692,0.0927519886683517,0.785417641442516,0.242744018921423,JAK3
ENSG00000105640.12,-0.140832313814179,-0.196462234234178,0.844254042467102,0.716841658465057,0.908387779672696,RPL18A
ENSG00000105643.9,-1.06460860867613,-0.579667456297127,0.562157384858931,1.83658509221264,0.714551189854873,ARRDC2
ENSG00000105656.12,-2.9622479733023,-2.27945861081734,0.0226695132598917,1.29954014485928,0.113185157505945,ELL
ENSG00000105662.15,1.40180936912525,2.70184809929305,0.00691199794260037,0.518833523428664,0.0628216993917363,CRTC1
ENSG00000105669.13,2.35844670984237,2.40626395005418,0.0161421417382484,0.980128015378059,0.094181005343503,COPE
ENSG00000105671.11,1.73131319517232,1.40303466445596,0.1606504654034,1.23397749110044,0.335860776407568,DDX49
ENSG00000105676.13,2.10175758072826,2.27822259338,0.0227430549681038,0.922542681665741,0.113355372570786,ARMC6
ENSG00000105677.11,0.583144806445518,1.26825218346273,0.204749714379056,0.45980193375528,0.388660525456364,TMEM147
ENSG00000105698.15,0.531951656137451,0.683710581230574,0.494180372700871,0.778036307672787,0.66066356690386,USF2
ENSG00000105699.16,0.42156571380206,0.63879259137601,0.522978584861204,0.659941457514361,0.685666287452513,LSR
ENSG00000105700.10,0.502044124763711,0.32173165547027,0.747665516479358,1.56044366859047,0.848597770540466,KXD1
ENSG00000105705.15,1.04920893000428,2.73700392250246,0.00621567048014761,0.383342136040852,0.0594627635069261,SUGP1
ENSG00000105708.8,-1.55755502104933,-2.36351370184229,0.0181294864930312,0.658999784869139,0.0999746564925471,ZNF14
ENSG00000105717.13,0.270598513245594,0.168001990427349,0.86658652401045,1.61068635292516,0.919828521726711,PBX4
ENSG00000105723.11,-0.207144868886604,-0.242919828252757,0.808074559789005,0.852729356745104,0.887040558996268,GSK3A
ENSG00000105726.16,1.76023348599674,2.07532074661669,0.0379929323194428,0.848174186504124,0.148816607251846,ATP13A1
ENSG00000105732.12,0.986576926357324,2.69873852662296,0.00697684225836284,0.365569660278229,0.0631307859157274,ZNF574
ENSG00000105738.10,1.59690677001484,2.16334581594171,0.030548028601169,0.738165280024685,0.13270971151988,SIPA1L3
ENSG00000105755.7,1.11876977673271,1.263981127594,0.20627851964404,0.885115886866368,0.390389368468926,ETHE1
ENSG00000105771.13,0.279724803645258,0.45169013860585,0.651506094658687,0.619284725826943,0.781482848858941,SMG9
ENSG00000105778.18,-0.449979231449382,-0.326743900904166,0.743871276224533,1.37716183899439,0.845932770587793,AVL9
ENSG00000105810.9,-1.23692471793473,-1.33890558549207,0.180644506704506,0.923832667021205,0.360436826442628,CDK6
ENSG00000105819.13,1.1433321898362,1.91860962120418,0.0550740258974305,0.595917052223793,0.182665531824244,PMPCB
